SHA 256 FLAT,PE256 Authenticode,Filename,Architecture,Partner,CVEs,Revocation List Date
06EDB9F17A9007C8B6DB6EE2FC240E88E238F06C7C983F987CD9BE1B80010D04,2679650FE341F2CF1EA883460B3556AAAF77A70D6B8DC484C9301D1B746CF7B5,BOOTX64.efi,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
6E79E3D0580D244C2FC2179A4F08CB80F945AD33D8C4C325DE4E35E0D41584C5,E7C20B3AB481EC885501ECA5293781D84B5A1AC24F88266B5270E7ECB4AA2538,,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
AD1A9C1667E89214EE947D6B40D61BFFB7EA942ABCCE85319520CC3DE301FA1B,8EC2540CEDDD592E616AF4386DA9EAF76855EF0A792E26FC149B32E951D76C85,,32-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
0CA03AD1A65AFE81EC23E2B20E05D80C41AAEB5D6D5F98E2D0C5661F46E0CE9F,47FF1B63B140B6FC04ED79131331E651DA5B2E2F170F5DAEF4153DC2FBC532B1,,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
BA44BD2BB872DD6C6A8687F65CC138585A963473203D6F3F64770E5365812630,47FF1B63B140B6FC04ED79131331E651DA5B2E2F170F5DAEF4153DC2FBC532B1,,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
899AFE09E356003605B30DC209A5BA4EF6910BAEF23FAC268BCAC6DB3CFEE98D,894D7839368F3298CC915AE8742EF330D7A26699F459478CF22C2B6BB2850166,BOOTX64.EFI,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
1CC3D6DA3017F0F1422D1B8115622EDEF65FBC497487234D17F4D356670F28EB,1F16078CCE009DF62EDB9E7170E66CAAE670BCE71B8F92D38280C56AA372031D,,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
7C2FDA323F09B9BE6269BA979A620438413EBA4A93B2BA34F9B39998268AD9CD,37A480374DAF6202CE790C318A2BB8AA3797311261160A8E30558B7DEA78C7A6,,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
65C4AAB0884825A8A2E4C114020E4FDB58A1D2B0CB68B7714A05D6CDE3F821D1,408B8B3DF5ABB043521A493525023175AB1261B1DE21064D6BF247CE142153B9,,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
44FD1F90799B852B3BED642DE300BCF9EF6CA81036CD5588C24D5B8E00D4B9D1,540801DD345DC1C33EF431B35BF4C0E68BD319B577B9ABE1A9CFF1CBC39F548F,,64-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
5D6A0CBDAAF188974E98ACA06E664B4AE98D458327717A20B1FF6C80518EEA3D,A7DFCC3A8D6AB30F93F31748DBC8EA38415CF52BB9AD8085672CD9AB8938D5DE,,32-bit,Oracle Corporation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
62C6AFFBEE1BA9A0435562DB6E092A5018EFFEED0BD0F1D0494F34CE6CD403E9,89F3D1F6E485C334CD059D0995E3CDFDC00571B1849854847A44DC5548E2DCFB,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
C7D9DAB91B726DEA5ABAA893D8F60BD4795F489894044DC56A9D3AAD9CC49740,7F3BDD2E92AE417B2143CC993C7FE48D9363FFA65C9CC461B6A407A779998174,BOOTIA32.EFI,32-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
0E99607B20D537497169C506C6893243D3F1BD5960505C1566BD97C0A741ADFB,9F1863ED5717C394B42EF10A6607B144A65BA11FB6579DF94B8EB2F0C4CD60C1,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
24558C1CB417B6387E2406C70FF13F5438506E8D7560DD7B226499C872C8076F,BB1DD16D530008636F232303A7A86F3DFF969F848815C0574B12C2D787FEC93F,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
953A7719B50073E701730FCFF79B2FEE7054C72C54D1F0B0F2571D3CE7FDB925,3E333DE87D211247B2AB00093CAB48F6069D718AFD29E9917A3D5F60E87557B6,BOOTIA32.EFI,32-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
FB5EEBCD4100593A1B2890267037B7701C83F32C284B99908FF1C34D5693BFC2,02E6216ACAEF6401401FA555ECBED940B1A5F2569AED92956137AE58482EF1B7,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
D57F40A0E9018765CD79393A0D57D8E6D6D880D93B95FA57CEDBDA5A0B4A1AE3,6EFEFE0B5B01478B7B944C10D3A8ACA2CCA4208888E2059F8A06CB5824D7BAB0,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
67FE6B4B726451375E2DC3F87A0954CD01083FB4D8F4FB074BF699536450AF04,B7D3E3C4A930FFFCDB184619534EF7C3D45435EF97F7988611714F5523B207E5,BOOTIA32.EFI,32-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
537B428A0AD622765010C4405C1603FF464FCBB24AE4C2FBF559A10B8EA4593D,0DC24C75EB1AEF56B9F13AB9DE60E2ECA1C4510034E290BBB36CF60A549B234C,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
338B89190177E950151A198823FD9D5F4EA25C1FAF73E56CA5D9CF69D373FD66,835881F2A5572D7059B5C8635018552892E945626F115FC9CA07ACF7BDE857A4,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
DF4E1CF6EAF602F99849DDB6802BD91FB13CD5C3F9FB420250D8A3D750642EFA,3ECE27CBB3EC4438CCE523B927C4F05FDC5C593A3766DB984C5E437A3FF6A16B,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
0CE7F3FEC8BBB04E182027DD6800B7993E9F14EB579504DDECDD2F06294D7739,0C51D7906FC4931149765DA88682426B2CFE9E6AA4F27253EAB400111432E3A7,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
B76C5689D45E7F40F8D78468D4484074167563CB06368CBB9CB4DBED65E1192A,631F0857B41845362C90C6980B4B10C4B628E23DBE24B6E96C128AE3DCB0D5AC,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
487DF121FD496D9A443C3598DA3771FA187D408C589F4CB990041E546C529539,947078F97C6196968C3AE99C9A5D58667E86882CF6C8C9D58967A496BB7AF43C,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
BDD96B78F3AA4B123851342995451880CB2498E785ED12E48CEB36F1A3F49B2B,A924D3CAD6DA42B7399B96A095A06F18F6B1ABA5B873B0D5F3A0EE2173B48B6C,BOOTX64.EFI,64-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
24AF7036C63F09FEBAB1B84372ECD6151BE32CDC94E80E57F52F7D2C3665FBC4,F8DD2281C67C59A08FDDC9859E9D5FF73802CAD88975242BD11486F13C6DDA6B,,32-bit,Red Hat Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
777ADC7E8A3E1422B3FC9C10CE31E996C057FE801A5292F0902BD5C5365E7287,95049F0E4137C790B0D2767195E56F73807D123ADCF8F6E7BF2D4D991D305F89,bootx64.efi,64-bit,SEAGATE Technology,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
608854C2B7A26B00A3970757C2FA176B361F74FE094F7CFA482C439071279548,06EB5BADD26E4FAE65F9A42358DEEF7C18E52CC05FBB7FC76776E69D1B982A14,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
5613DD1553044BEF74610BC012D676375588421FF0000B69DCF62D1081451ECE,0928F0408BF725E61D67D87138A8EEBC52962D2847F16E3587163B160E41B6AD,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
D764AC6251FD2641EEBBFBF7A5A95E212DF5997875990D90562CA65D5D966BAE,0D85DAAA481B1BE84320E12B5078794DA29628ACB43B69C8909D291BB995CA72,,32-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
9C904F10520295D070DB9CF381101512946AB832C2BD92D4E92D42B934F40DC3,1D8B58C1FDB8DA8B33CCEE1E5F973AF734D90EF317E33F5DB1573C2BA088A80C,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
FD1CD4D4A1AC691E7A0AF14C3DFB17DAF3F2E6A2B286C9E233070979EC36BB6F,270C84B29D86F16312B06AAAE4EBB8DFF8DE7D080D825B8839FF1766274EFF47,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
EE721020DB7794DE74F59992A2C6B4DCA5B9FD584BBCBDEF96930B9A7132BE1C,311A2AC55B50C09B30B3CC93B994A119153EEEAC54EF892FC447BBBD96101AA1,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
BA0610793FAA746150C0FD5689158B01DEEEA7320E2F14B31EE9AF4F2C4D1587,32AD3296829BC46DCFAC5EDDCB9DBF2C1EED5C11F83B2210CF9C6E60C798D4A7,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
957D8826BEE05DFEA66994C237E61BD70CC0115CC176E1D931F1D892C6C16814,367A31E5838831AD2C074647886A6CDFF217E6B1BA910BFF85DC7A87AE9B5E98,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
D8C26A5324CA74212B59B59BEF1BC33FB5B6946DCDDE84414C60A2E315EDE741,3AE76C45CA70E9180C1559981F42622DD251BCA1FBE6B901C52EC11673B03514,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
A7094801F966FC5C253DBD17066AF5BBCB3AF5E281D0A4DAB24E30C7A4B0FB12,3BE8E7EB348D35C1928F19C769846788991641D1F6CF09514CA10269934F7359,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
299E3B66B0283E23793E03FBA6B795A2C6B6034864B6D571449945EBA0D90A20,3E3926F0B8A15AD5A14167BB647A843C3D4321E35DBC44DCE8C837417F2D28B0,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
0742A120E871BBB67D6947D05E9301CDACBCCB4AF650464F996B40352CA9699B,400AC66D59B7B094A9E30B01A6BD013AFF1D30570F83E7592F421DBE5FF4BA8F,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
0692A9566F22F280715080EE24B8FF54ED7372A98BD4994670FCF862035281B5,4667BF250CD7C1A06B8474C613CDB1DF648A7F58736FBF57D05D6F755DAB67F4,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
439983268FC8238CB2DC187B033904DBD682929852D846FB69A22DDA1561A422,57E6913AFACC5222BD76CDAF31F8ED88895464255374EF097A82D7F59AD39596,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
A739C0624B7608F40645D417E79CE0B22FA568D885ACEBE51949F268565098B4,65B2E7CC18D903C331DF1152DF73CA0DC932D29F17997481C56F3087B2DD3147,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
D389EDE1F84051086D30B8C2CFC362797B129854DF1313CA474F83A143F55D11,788383A4C733BB87D2BF51673DC73E92DF15AB7D51DC715627AE77686D8D23BC,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
3D3434BC5A18F072D4CF59D5651F9CE05B61B6FC3C21EBBCF371777AA1E1E1D5,7F49CCB309323B1C7AB11C93C955B8C744F0A2B75C311F495E18906070500027,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
7D092A6101832F2CF3F9DE42C66A9948751B05D3D4005FB9C0E8BDF9B8DAEC6B,82ACBA48D5236CCFF7659AFC14594DEE902BD6082EF1A30A0B9B508628CF34F4,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
34440CB45EB6EC2532EF89D6FCD7D3D9BC2A021677BEBC9D65C47A725A6845D4,8D93D60C691959651476E5DC464BE12A85FA5280B6F524D4A1C3FCC9D048CFAD,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
103FE82E5F090184D8DB7A48801D1E503E3C6FC0726783E9A49A84F9FFD4C78A,9783B5EE4492E9E891C655F1F48035959DAD453C0E623AF0FE7BF2C0A57885E3,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
7C783057C245A34DFF5A9497C3CD4181FC80D06439884E12AD5D67A4F5266CD6,97A8C5BA11D61FEFBB5D6A05DA4E15BA472DC4C6CD4972FC1A035DE321342FE4,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
169D0AC3DA1DDA382812F7F221B8C9CD55961A05D876E3D812641313297848BA,992820E6EC8C41DAAE4BD8AB48F58268E943A670D35CA5E2BDCD3E7C4C94A072,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
707BEEAE9B9CBF0D56AEE48AE398F127D3B52FD37D25B95C561CDA1DB5233C50,9C259FCB301D5FC7397ED5759963E0EF6B36E42057FD73046E6BD08B149F751C,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
B40F5FF7030848DB736573E06A1A1C5BF49F119E66DD0BA7E48E2651E2CE7059,9DD2DCB72F5E741627F2E9E03AB18503A3403CF6A904A479A4DB05D97E2250A9,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
9EABEA9AE699526AD519782DA21718DA7190490AA3436BBBD80269D4A4CC37C5,BDD01126E9D85710D3FE75AF1CC1702A29F081B4F6FDF6A2B2135C0297A9CEC5,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
83A5C9C78BC64206AAF7B7F9901867D19BB746201923D855AAE24A2B2330F113,BE435DF7CD28AA2A7C8DB4FC8173475B77E5ABF392F76B7C76FA3F698CB71A9A,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
EDFFF0969567FF1C1867AA921EAA5CF4C65D20F0511BA7EE7328F7B67238DF53,C127F0EEFC2E451989D88E4D1DA8A3B08CA9D5884987A6157E04E9A71C01ADFC,,32-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
AD215B731A41CBE37CAFEE5280FFC282A8AC23B5E8BA25DFF3D28A6AAE1D2A0D,C3505BF3EC10A51DACE417C76B8BD10939A065D1F34E75B8A3065EE31CC69B96,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
DF224EF3B05794CBCE084C11BAAF3D85F380A5213D9097E400D9FA42FC412933,CB340011AFEB0D74C4A588B36EBAA441961608E8D2FA80DCA8C13872C850796B,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
97BB9FD717C396231E86ECBE5A760D56DBACF4AE8E963D16D724591E45919B65,CC8EEC6EB9212CBF897A5ACE7E8ABEECE1079F1A6DEF0A789591CB1547F1F084,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
EDE70AA6A98D8130019296CE64B5CCF634A997B26401C0E119B96BBF7ACE1C0C,DA3560FD0C32B54C83D4F2FF869003D2089369ACF2C89608F8AFA7436BFA4655,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
D84AE3F1BB7B2F2C41B986E473AD424CF6F1D136B4E91AA5F73824737169D820,E39891F48BBCC593B8ED86CE82CE666FC1145B9FCBFD2B07BAD0A89BF4C7BFBF,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
FCCC2A01967926437DC0F5F49C6ACEED4DC67EBD7E99169023B5F89A7264CB98,EE83A566496109A74F6AC6E410DF00BB29A290E0021516AE3B8A23288E7E2E72,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
862EF2D92E8E0DF128007AEF6F9E4D6A6D0DE3C656A4D72D1A19A18068C23508,F31FD461C5E99510403FC97C1DA2D8A9CBE270597D32BADF8FD66B77495F8D94,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
E33E9D1B1D5ADE1934AC7BD39F0BA4CEAC9459A7E2AABB8D204354D4C8652E6E,F48E6DD8718E953B60A24F2CBEA60A9521DEAE67DB25425B7D3ACE3C517DD9B7,,64-bit,SUSE Linux,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
6B6E59284750FC0E6FAC4D6C2A46100E9B0DDE54E000B7327EDD4A4DCED9E9A0,4B8668A5D465BCDD9000AA8DFCFF42044FCBD0AECE32FC7011A83E9160E89F09,bootx64.efi,64-bit,TeraByte Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
D809EDDC88A14239E8A069FA71F81F3E4AF4DC293F7575D71D597C80F8767816,9D00AE4CD47A41C783DC48F342C076C2C16F3413F4D2DF50D181CA3BB5AD859D,bootx64.efi,64-bit,TeraByte Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
1BABF3FB76AE149CCB95B8E33B193CE7408B7134E0A5CC8CE1E884BCD01DFCF2,0A75EA0B1D70EAA4D3F374246DB54FC7B43E7F596A353309B9C36B4FD975725E,bootx64.efi,64-bit,TeraByte Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
EE39A9A3FBDE8B15CE4AC34519E248EA746A52AE0AE680DA5B0C7EF919E583A3,96E4509450D380DAC362FF8E295589128A1F1CE55885D20D89C27BA2A9D00909,bootx64.efi,64-bit,TeraByte Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
EEC3E281A5545CAF11EC02BB0DF159DA19698E639CBA0190A0AEC9AB09296BEB,A4D978B7C4BDA15435D508F8B9592EC2A5ADFB12EA7BAD146A35ECB53094642F,bootx64.efi,64-bit,TeraByte Inc.,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
83B1D2B20830EE199D8845C999D4680B1B2B6D9C1F424DD13826DA3FA7F7139E,386D695CDF2D4576E01BCACCF5E49E78DA51AF9955C0B8FA7606373B007994B3,,64-bit,The Broadband Computer Co,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
77F55C6E07D808021F9E66017605D8B2DED6C55944693641902C4CE821E37878,80B4D96931BF0D02FD91A61E19D14F1DA452E66DB2408CA8604D411F92659F0A,,64-bit,TrueCrypt Foundation,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
2B7A243AC2248C630A51D73889E4BAA33DA94BD58D63E364A5FEF1A0998B4F5E,70A1450AF2AD395569AD0AFEB1D9C125324EE90AEC39C258880134D4892D51AB,,64-bit,Univention GmbH,CVE-2020-10713; CVE-2020-14308; CVE-2020-14309; CVE-2020-14310; CVE-2020-14311; CVE-2020-15705; CVE-2020-15706; CVE-2020-15707,Jul-20
